"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"LOC111135169","LOC111135169","LOC111135169",NA,"protein_coding","Eastern oyster","NC_035780.1",0.511797,"glutamate receptor ionotropic- kainate 3-like- transcript variant X2",NA,2,14704,2601,14704,NA,NA,12
"LOC111103801","LOC111103801","LOC111103801",NA,"protein_coding","Eastern oyster","NC_035786.1",0.553757,"cell division cycle 5-like protein",NA,1,45593,2391,45593,NA,NA,20
"LOC111121595","LOC111121595","LOC111121595",NA,"protein_coding","Eastern oyster","NC_035781.1",0.563982,"rhodopsin- GQ-coupled-like",NA,1,14664,1074,14664,NA,NA,3
"LOC111103558","LOC111103558","LOC111103558",NA,"protein_coding","Eastern oyster","NC_035786.1",0.602323,NA,NA,1,140039,11346,140039,NA,NA,76
"LOC111120125","LOC111120125","LOC111120125",NA,"protein_coding","Eastern oyster","NC_035781.1",0.619148,"spindle and centriole-associated protein 1-like- transcript variant X1",NA,5,9806,2366,9690,NA,NA,18
"LOC111119906","LOC111119906","LOC111119906",NA,"protein_coding","Eastern oyster","NC_035781.1",0.66599,"mitogen-activated protein kinase kinase kinase 1-like",NA,1,17364,4203,17364,NA,NA,21
"LOC111120128","LOC111120128","LOC111120128",NA,"protein_coding","Eastern oyster","NC_035781.1",0.706423,"kelch-like ECH-associated protein 1- transcript variant X3",NA,9,15967,1776,8130,NA,NA,5
"LOC111117995","LOC111117995","LOC111117995",NA,"protein_coding","Eastern oyster","NC_035781.1",0.722578,"dystrophin-like- transcript variant X2",NA,3,11596,1670,10475,NA,NA,16
"LOC111120088","LOC111120088","LOC111120088",NA,"protein_coding","Eastern oyster","NC_035781.1",0.845886,"protein FAM183B-like",NA,1,2025,417,2025,NA,NA,4
"LOC111120086","LOC111120086","LOC111120086",NA,"protein_coding","Eastern oyster","NC_035781.1",0.848464,"fizzy-related protein homolog",NA,1,6379,1476,6379,NA,NA,13
"LOC111118497","LOC111118497","LOC111118497",NA,"protein_coding","Eastern oyster","NC_035781.1",0.887245,"cAMP-dependent protein kinase catalytic subunit- transcript variant X3",NA,9,26155,1111,14776,NA,NA,11
"LOC111100577","LOC111100577","LOC111100577",NA,"protein_coding","Eastern oyster","NC_035785.1",0.927896,"uncharacterized LOC111100577- transcript variant X1",NA,14,22935,1862,21401,NA,NA,20
"LOC111104063","LOC111104063","LOC111104063",NA,"protein_coding","Eastern oyster","NC_035786.1",1.046221,"anoctamin-1-like- transcript variant X8",NA,14,38726,2949,34048,NA,NA,26
"LOC111104066","LOC111104066","LOC111104066",NA,"protein_coding","Eastern oyster","NC_035786.1",1.089101,"uncharacterized LOC111104066- transcript variant X1",NA,2,6459,1845,6449,NA,NA,6
"LOC111129157","LOC111129157","LOC111129157",NA,"protein_coding","Eastern oyster","NC_035783.1",1.228497,"coadhesin-like",NA,1,7501,870,7501,NA,NA,7
"LOC111133925","LOC111133925","LOC111133925",NA,"protein_coding","Eastern oyster","NC_035784.1",1.330721,"atrial natriuretic peptide receptor 1-like",NA,1,30999,3249,30999,NA,NA,23
"LOC111104068","LOC111104068","LOC111104068",NA,"protein_coding","Eastern oyster","NC_035786.1",1.331799,"nacrein-like protein",NA,1,7120,1290,7120,NA,NA,10
"LOC111104062","LOC111104062","LOC111104062",NA,"protein_coding","Eastern oyster","NC_035786.1",1.361663,"uncharacterized LOC111104062",NA,1,29445,3645,29445,NA,NA,6
"LOC111121460","LOC111121460","LOC111121460",NA,"protein_coding","Eastern oyster","NC_035781.1",1.411747,"prostaglandin E2 receptor EP4 subtype-like",NA,1,4795,1062,4795,NA,NA,3
"LOC111133403","LOC111133403","LOC111133403",NA,"protein_coding","Eastern oyster","NC_035784.1",1.497228,"rap1 GTPase-activating protein 1-like- transcript variant X1",NA,16,51079,2484,31844,NA,NA,22
"LOC111110397","LOC111110397","LOC111110397",NA,"protein_coding","Eastern oyster","NC_035787.1",1.554165,"uncharacterized LOC111110397",NA,1,10679,1614,10679,NA,NA,4
"LOC111102475","LOC111102475","LOC111102475",NA,"protein_coding","Eastern oyster","NC_035786.1",1.558587,"negative elongation factor D-like- transcript variant X3",NA,3,124856,1698,117980,NA,NA,15
"LOC111137677","LOC111137677","LOC111137677",NA,"protein_coding","Eastern oyster","NC_035784.1",1.914509,"kinase suppressor of Ras 2-like- transcript variant X3",NA,5,23369,2590,20642,NA,NA,23
"LOC111121759","LOC111121759","LOC111121759",NA,"protein_coding","Eastern oyster","NC_035781.1",1.934597,"transmembrane protein 65-like- transcript variant X1",NA,3,6669,569,4111,NA,NA,6
"LOC111121709","LOC111121709","LOC111121709",NA,"protein_coding","Eastern oyster","NC_035781.1",1.954688,"voltage-dependent calcium channel subunit alpha-2/delta-2-like- transcript variant X2",NA,2,12816,3462,12816,NA,NA,22
"LOC111129084","LOC111129084","LOC111129084",NA,"protein_coding","Eastern oyster","NC_035783.1",1.968236,NA,NA,1,26919,2247,26919,NA,NA,23
"LOC111114793","LOC111114793","LOC111114793",NA,"protein_coding","Eastern oyster","NC_035788.1",2.114636,"uncharacterized LOC111114793- transcript variant X2",NA,2,6172,772,5254,NA,NA,6
"LOC111128674","LOC111128674","LOC111128674",NA,"protein_coding","Eastern oyster","NC_035783.1",2.247485,"uncharacterized LOC111128674",NA,1,7606,2463,7606,NA,NA,5
"LOC111131555","LOC111131555","LOC111131555",NA,"protein_coding","Eastern oyster","NC_035783.1",2.288944,NA,NA,1,46300,6258,46300,NA,NA,48
"LOC111133229","LOC111133229","LOC111133229",NA,"protein_coding","Eastern oyster","NC_035784.1",2.29825,"kinesin-like protein KIF12- transcript variant X8",NA,15,38863,2952,22624,NA,NA,18
"LOC111129502","LOC111129502","LOC111129502",NA,"protein_coding","Eastern oyster","NC_035783.1",2.346902,NA,NA,1,22885,621,22885,NA,NA,5
"LOC111099207","LOC111099207","LOC111099207",NA,"protein_coding","Eastern oyster","NC_035780.1",2.380664,"organic cation transporter protein-like",NA,1,10658,1665,10658,NA,NA,10
"LOC111128328","LOC111128328","LOC111128328",NA,"protein_coding","Eastern oyster","NC_035783.1",2.38562,NA,NA,1,14944,1683,14944,NA,NA,12
"LOC111120132","LOC111120132","LOC111120132",NA,"protein_coding","Eastern oyster","NC_035781.1",2.428176,"cerebral cavernous malformations protein 2 homolog- transcript variant X4",NA,4,11389,1145,10658,NA,NA,11
"LOC111130535","LOC111130535","LOC111130535",NA,"protein_coding","Eastern oyster","NC_035783.1",2.429952,NA,NA,1,7374,1770,7374,NA,NA,13
"LOC111120133","LOC111120133","LOC111120133",NA,"protein_coding","Eastern oyster","NC_035781.1",2.439883,NA,NA,1,5364,507,5364,NA,NA,6
"LOC111120781","LOC111120781","LOC111120781",NA,"protein_coding","Eastern oyster","NC_035781.1",2.453079,NA,NA,1,10345,2265,10345,NA,NA,19
"LOC111130564","LOC111130564","LOC111130564",NA,"protein_coding","Eastern oyster","NC_035783.1",2.55285,NA,NA,1,18341,2433,18341,NA,NA,8
"LOC111121332","LOC111121332","LOC111121332",NA,"protein_coding","Eastern oyster","NC_035781.1",2.575924,"cytochrome P450 3A9-like- transcript variant X2",NA,2,3200,1344,3023,NA,NA,10
"LOC111128986","LOC111128986","LOC111128986",NA,"protein_coding","Eastern oyster","NC_035783.1",2.598376,"macrophage mannose receptor 1-like",NA,1,5829,807,5829,NA,NA,8
"LOC111130883","LOC111130883","LOC111130883",NA,"protein_coding","Eastern oyster","NC_035783.1",2.637627,NA,NA,1,15252,2226,15252,NA,NA,8
"LOC111134514","LOC111134514","LOC111134514",NA,"protein_coding","Eastern oyster","NC_035784.1",2.668491,"maestro heat-like repeat-containing protein family member 1- transcript variant X2",NA,3,48575,4694,46771,NA,NA,39
"LOC111129421","LOC111129421","LOC111129421",NA,"protein_coding","Eastern oyster","NC_035780.1",2.677962,"uncharacterized LOC111129421",NA,1,20796,309,20796,NA,NA,3
"LOC111131173","LOC111131173","LOC111131173",NA,"protein_coding","Eastern oyster","NC_035783.1",2.712138,"transmembrane protein 151B-like- transcript variant X2",NA,2,11737,1698,9276,NA,NA,2
"LOC111127867","LOC111127867","LOC111127867",NA,"protein_coding","Eastern oyster","NC_035783.1",2.746104,"glycine-rich protein 23-like",NA,1,1829,438,1829,NA,NA,4
"LOC111137256","LOC111137256","LOC111137256",NA,"protein_coding","Eastern oyster","NC_035784.1",2.76697,"valacyclovir hydrolase-like- transcript variant X1",NA,3,7731,867,7665,NA,NA,8
"LOC111129860","LOC111129860","LOC111129860",NA,"protein_coding","Eastern oyster","NC_035783.1",2.768824,"apoptosis-resistant E3 ubiquitin protein ligase 1-like",NA,1,22639,2940,22639,NA,NA,19
"LOC111118840","LOC111118840","LOC111118840",NA,"protein_coding","Eastern oyster","NC_035781.1",2.846474,"collagen alpha-1(I) chain-like",NA,1,14241,1917,14241,NA,NA,12
"LOC111119645","LOC111119645","LOC111119645",NA,"protein_coding","Eastern oyster","NC_035780.1",2.949747,"cysteine-rich motor neuron 1 protein-like",NA,1,3263,810,3263,NA,NA,9
"LOC111131168","LOC111131168","LOC111131168",NA,"protein_coding","Eastern oyster","NC_035783.1",2.966682,"potassium voltage-gated channel protein Shaw-like- transcript variant X2",NA,3,15226,1851,14602,NA,NA,5
"LOC111119157","LOC111119157","LOC111119157",NA,"protein_coding","Eastern oyster","NC_035781.1",2.969811,NA,NA,1,14381,3036,14381,NA,NA,8
"LOC111134776","LOC111134776","LOC111134776",NA,"protein_coding","Eastern oyster","NC_035780.1",2.979773,"asparagine-rich protein-like",NA,1,9270,807,9270,NA,NA,12
"LOC111133210","LOC111133210","LOC111133210",NA,"protein_coding","Eastern oyster","NC_035784.1",3.007809,"uncharacterized LOC111133210- transcript variant X1",NA,2,2015,732,1766,NA,NA,4
"LOC111130634","LOC111130634","LOC111130634",NA,"protein_coding","Eastern oyster","NC_035783.1",3.012082,"probable L-cysteine desulfhydrase- chloroplastic",NA,1,10956,1326,10956,NA,NA,12
"LOC111131798","LOC111131798","LOC111131798",NA,"protein_coding","Eastern oyster","NC_035783.1",3.035139,"visual pigment-like receptor peropsin- transcript variant X1",NA,2,18171,1017,17918,NA,NA,3
"LOC111130898","LOC111130898","LOC111130898",NA,"protein_coding","Eastern oyster","NC_035783.1",3.078907,"solute carrier family 12 member 3-like",NA,1,16277,3543,16277,NA,NA,23
"LOC111133521","LOC111133521","LOC111133521",NA,"protein_coding","Eastern oyster","NC_035784.1",3.098821,"protein unc-93 homolog A-like- transcript variant X6",NA,6,6239,1917,5516,NA,NA,6
"LOC111133522","LOC111133522","LOC111133522",NA,"protein_coding","Eastern oyster","NC_035784.1",3.105833,"ankyrin-3-like- transcript variant X2",NA,2,6832,1474,5506,NA,NA,3
"LOC111121630","LOC111121630","LOC111121630",NA,"protein_coding","Eastern oyster","NC_035781.1",3.186711,"programmed cell death protein 6-like- transcript variant X1",NA,2,10338,870,10338,NA,NA,7
"LOC111119204","LOC111119204","LOC111119204",NA,"protein_coding","Eastern oyster","NC_035781.1",3.225621,"RNA pseudouridylate synthase domain-containing protein 1-like- transcript variant X2",NA,2,5501,726,5472,NA,NA,4
"LOC111122515","LOC111122515","LOC111122515",NA,"protein_coding","Eastern oyster","NC_035780.1",3.238126,"uncharacterized LOC111122515",NA,1,12636,1140,12636,NA,NA,4
"LOC111134570","LOC111134570","LOC111134570",NA,"protein_coding","Eastern oyster","NC_035784.1",3.263346,"kelch-like protein 24- transcript variant X2",NA,2,9587,1887,7310,NA,NA,2
"LOC111134293","LOC111134293","LOC111134293",NA,"protein_coding","Eastern oyster","NC_035784.1",3.300854,"C-Maf-inducing protein-like",NA,1,32756,2115,32756,NA,NA,19
"LOC111133988","LOC111133988","LOC111133988",NA,"protein_coding","Eastern oyster","NC_035784.1",3.403487,NA,NA,1,9785,1659,9785,NA,NA,20
"LOC111133985","LOC111133985","LOC111133985",NA,"protein_coding","Eastern oyster","NC_035784.1",3.414775,NA,NA,1,9239,3651,9239,NA,NA,20
"LOC111137602","LOC111137602","LOC111137602",NA,"protein_coding","Eastern oyster","NC_035784.1",3.426251,"uncharacterized LOC111137602- transcript variant X1",NA,5,20749,3229,19960,NA,NA,16
"LOC111119775","LOC111119775","LOC111119775",NA,"protein_coding","Eastern oyster","NC_035781.1",3.473166,NA,NA,1,44820,3531,44820,NA,NA,27
"LOC111132915","LOC111132915","LOC111132915",NA,"protein_coding","Eastern oyster","NC_035784.1",3.485026,"general transcription factor IIH subunit 2-like",NA,1,6903,1200,6903,NA,NA,14
"LOC111132942","LOC111132942","LOC111132942",NA,"protein_coding","Eastern oyster","NC_035784.1",3.498598,"neprilysin-like",NA,1,17106,2250,17106,NA,NA,22
"LOC111132955","LOC111132955","LOC111132955",NA,"protein_coding","Eastern oyster","NC_035784.1",3.533644,NA,NA,1,20194,3936,20194,NA,NA,26
"LOC111126076","LOC111126076","LOC111126076",NA,"protein_coding","Eastern oyster","NC_035780.1",3.559448,"TNF receptor-associated factor 6-like- transcript variant X2",NA,4,12827,1871,9447,NA,NA,9
"LOC111116738","LOC111116738","LOC111116738",NA,"protein_coding","Eastern oyster","NC_035789.1",3.560623,"keratin- type I cytoskeletal 9-like",NA,1,2990,1437,2990,NA,NA,3
"LOC111118493","LOC111118493","LOC111118493",NA,"protein_coding","Eastern oyster","NC_035781.1",3.569782,NA,NA,1,44490,1788,44490,NA,NA,15
"LOC111116034","LOC111116034","LOC111116034",NA,"protein_coding","Eastern oyster","NC_035780.1",3.603654,"uncharacterized LOC111116034",NA,1,32150,1746,32150,NA,NA,15
"LOC111116043","LOC111116043","LOC111116043",NA,"protein_coding","Eastern oyster","NC_035780.1",3.605677,"uncharacterized LOC111116043",NA,1,2889,609,2889,NA,NA,3
"LOC111117421","LOC111117421","LOC111117421",NA,"protein_coding","Eastern oyster","NC_035789.1",3.621332,"uncharacterized LOC111117421",NA,1,3886,456,3886,NA,NA,3
"LOC111111969","LOC111111969","LOC111111969",NA,"protein_coding","Eastern oyster","NC_035788.1",3.623562,"integrin alpha-8-like",NA,1,18100,3126,18100,NA,NA,21
"LOC111121311","LOC111121311","LOC111121311",NA,"protein_coding","Eastern oyster","NC_035781.1",3.632365,"lipopolysaccharide-induced tumor necrosis factor-alpha factor-like- transcript variant X2",NA,4,6574,361,3826,NA,NA,3
"LOC111111995","LOC111111995","LOC111111995",NA,"protein_coding","Eastern oyster","NC_035780.1",3.637454,"microtubule-associated proteins 1A/1B light chain 3A-like- transcript variant X2",NA,3,5114,423,4963,NA,NA,4
"LOC111116209","LOC111116209","LOC111116209",NA,"protein_coding","Eastern oyster","NC_035789.1",3.733394,"probable ATP-dependent RNA helicase ddx42",NA,1,2058,555,2058,NA,NA,4
"LOC111117433","LOC111117433","LOC111117433",NA,"protein_coding","Eastern oyster","NC_035789.1",3.74611,"spidroin-1-like",NA,1,2452,1293,2452,NA,NA,3
"LOC111122002","LOC111122002","LOC111122002",NA,"protein_coding","Eastern oyster","NC_035781.1",3.748228,NA,NA,1,15976,1533,15976,NA,NA,7
"LOC111110946","LOC111110946","LOC111110946",NA,"protein_coding","Eastern oyster","NC_035788.1",3.749463,"polypeptide N-acetylgalactosaminyltransferase 5-like- transcript variant X5",NA,9,58239,1924,50464,NA,NA,13
"LOC111117384","LOC111117384","LOC111117384",NA,"protein_coding","Eastern oyster","NC_035789.1",3.766466,"peptidoglycan-recognition protein SC2-like",NA,1,4394,816,4394,NA,NA,6
"LOC111122215","LOC111122215","LOC111122215",NA,"protein_coding","Eastern oyster","NC_035781.1",3.8081,NA,NA,1,31683,7710,31683,NA,NA,51
"LOC111133900","LOC111133900","LOC111133900",NA,"protein_coding","Eastern oyster","NC_035784.1",3.875659,"uncharacterized LOC111133900- transcript variant X2",NA,2,15647,1590,10881,NA,NA,8
"LOC111117393","LOC111117393","LOC111117393",NA,"protein_coding","Eastern oyster","NC_035789.1",3.939279,"uncharacterized LOC111117393- transcript variant X2",NA,2,37165,984,31836,NA,NA,3
"LOC111131292","LOC111131292","LOC111131292",NA,"protein_coding","Eastern oyster","NC_035780.1",3.953804,"uncharacterized LOC111131292",NA,1,13086,1029,13086,NA,NA,11
"LOC111138351","LOC111138351","LOC111138351",NA,"protein_coding","Eastern oyster","NC_035784.1",4.041197,NA,NA,1,33993,1791,33993,NA,NA,14
"LOC111119640","LOC111119640","LOC111119640",NA,"protein_coding","Eastern oyster","NC_035781.1",4.075991,"single-stranded DNA-binding protein 3-like- transcript variant X13",NA,18,45456,1302,44764,NA,NA,21
"LOC111122401","LOC111122401","LOC111122401",NA,"protein_coding","Eastern oyster","NC_035781.1",4.182173,"caspase activity and apoptosis inhibitor 1-like- transcript variant X2",NA,5,63810,666,63801,NA,NA,10
"LOC111120703","LOC111120703","LOC111120703",NA,"protein_coding","Eastern oyster","NC_035781.1",4.450022,"lysosomal alpha-glucosidase-like- transcript variant X3",NA,3,11652,2901,11628,NA,NA,20
"LOC111128029","LOC111128029","LOC111128029",NA,"protein_coding","Eastern oyster","NC_035783.1",4.623775,"dmX-like protein 2- transcript variant X1",NA,11,42866,9990,41710,NA,NA,47
"LOC111119732","LOC111119732","LOC111119732",NA,"protein_coding","Eastern oyster","NC_035781.1",4.65829,"neurocalcin homolog- transcript variant X2",NA,6,32823,600,22695,NA,NA,3
"LOC111128875","LOC111128875","LOC111128875",NA,"protein_coding","Eastern oyster","NC_035783.1",4.729456,"uncharacterized LOC111128875",NA,1,2762,1962,2762,NA,NA,5
"LOC111116661","LOC111116661","LOC111116661",NA,"protein_coding","Eastern oyster","NC_035789.1",4.753518,"D-beta-hydroxybutyrate dehydrogenase-like- transcript variant X3",NA,3,9437,806,9197,NA,NA,9
"LOC111120698","LOC111120698","LOC111120698",NA,"protein_coding","Eastern oyster","NC_035781.1",4.754156,NA,NA,1,19283,3804,19283,NA,NA,31
"LOC111119218","LOC111119218","LOC111119218",NA,"protein_coding","Eastern oyster","NC_035781.1",4.800514,NA,NA,1,44231,1233,44231,NA,NA,15
"LOC111119217","LOC111119217","LOC111119217",NA,"protein_coding","Eastern oyster","NC_035781.1",4.809549,NA,NA,1,10390,1764,10390,NA,NA,6
"LOC111117426","LOC111117426","LOC111117426",NA,"protein_coding","Eastern oyster","NC_035789.1",5.068671,"kunitz-type serine protease inhibitor bitisilin-3-like",NA,1,3923,465,3923,NA,NA,4
"LOC111121578","LOC111121578","LOC111121578",NA,"protein_coding","Eastern oyster","NC_035781.1",5.080085,NA,NA,1,18441,1440,18441,NA,NA,17
"LOC111117191","LOC111117191","LOC111117191",NA,"protein_coding","Eastern oyster","NC_035789.1",5.171056,"WAP four-disulfide core domain protein 6B-like",NA,1,3561,465,3561,NA,NA,4
"LOC111102352","LOC111102352","LOC111102352",NA,"protein_coding","Eastern oyster","NC_035786.1",5.211111,"uncharacterized LOC111102352- transcript variant X1",NA,3,2706,461,2387,NA,NA,5
"LOC111120115","LOC111120115","LOC111120115",NA,"protein_coding","Eastern oyster","NC_035781.1",5.306637,NA,NA,1,8544,2079,8544,NA,NA,6
"LOC111117258","LOC111117258","LOC111117258",NA,"protein_coding","Eastern oyster","NC_035789.1",5.470645,"uncharacterized LOC111117258",NA,1,9965,921,9965,NA,NA,6
"LOC111116935","LOC111116935","LOC111116935",NA,"protein_coding","Eastern oyster","NC_035789.1",5.484819,"uncharacterized LOC111116935",NA,1,13737,924,13737,NA,NA,6
"LOC111128234","LOC111128234","LOC111128234",NA,"protein_coding","Eastern oyster","NC_035783.1",5.577671,"homeobox protein ARX-like",NA,1,12608,951,12608,NA,NA,4
"LOC111133392","LOC111133392","LOC111133392",NA,"protein_coding","Eastern oyster","NC_035784.1",5.580216,"kynurenine formamidase-like- transcript variant X3",NA,4,16925,852,15259,NA,NA,3
"LOC111118977","LOC111118977","LOC111118977",NA,"protein_coding","Eastern oyster","NC_035781.1",5.580229,NA,NA,1,39417,8283,39417,NA,NA,76
"LOC111135583","LOC111135583","LOC111135583",NA,"protein_coding","Eastern oyster","NC_035784.1",5.634958,"flotillin-2a-like- transcript variant X2",NA,2,8257,1280,7918,NA,NA,8
"LOC111135958","LOC111135958","LOC111135958",NA,"protein_coding","Eastern oyster","NC_035784.1",5.671653,"uncharacterized LOC111135958- transcript variant X2",NA,2,4503,424,4330,NA,NA,6
"LOC111136637","LOC111136637","LOC111136637",NA,"protein_coding","Eastern oyster","NC_035784.1",5.732878,"uncharacterized LOC111136637",NA,1,1446,831,1446,NA,NA,5
"LOC111128792","LOC111128792","LOC111128792",NA,"protein_coding","Eastern oyster","NC_035783.1",5.76356,"kelch-like protein 9",NA,1,10738,1080,10738,NA,NA,5
"LOC111130231","LOC111130231","LOC111130231",NA,"protein_coding","Eastern oyster","NC_035783.1",5.779807,"transcription initiation factor IIA subunit 1-like",NA,1,6862,900,6862,NA,NA,9
"LOC111130438","LOC111130438","LOC111130438",NA,"protein_coding","Eastern oyster","NC_035783.1",5.823315,"dynein light chain 1- axonemal-like",NA,1,2908,582,2908,NA,NA,9
"LOC111118472","LOC111118472","LOC111118472",NA,"protein_coding","Eastern oyster","NC_035781.1",5.838242,NA,NA,1,32394,3891,32394,NA,NA,31
"LOC111128642","LOC111128642","LOC111128642",NA,"protein_coding","Eastern oyster","NC_035783.1",5.841241,"transcriptional-regulating factor 1-like- transcript variant X3",NA,3,24390,5158,24374,NA,NA,20
"LOC111127416","LOC111127416","LOC111127416",NA,"protein_coding","Eastern oyster","NC_035780.1",6.105477,"myotubularin-related protein 9-like",NA,1,10485,1701,10485,NA,NA,15
"LOC111099659","LOC111099659","LOC111099659",NA,"protein_coding","Eastern oyster","NC_035780.1",6.437734,"zinc finger protein 177-like- transcript variant X3",NA,3,10379,2049,9274,NA,NA,5
"LOC111118705","LOC111118705","LOC111118705",NA,"protein_coding","Eastern oyster","NC_035781.1",6.485383,"netrin-1-like- transcript variant X3",NA,3,21984,1856,21984,NA,NA,7
"LOC111108354","LOC111108354","LOC111108354",NA,"protein_coding","Eastern oyster","NC_035787.1",6.693874,NA,NA,1,19282,615,19282,NA,NA,5
"LOC111120668","LOC111120668","LOC111120668",NA,"protein_coding","Eastern oyster","NC_035781.1",6.704145,"radical S-adenosyl methionine domain-containing protein 2-like- transcript variant X1",NA,2,7923,902,7482,NA,NA,7
"LOC111120667","LOC111120667","LOC111120667",NA,"protein_coding","Eastern oyster","NC_035781.1",6.712101,"probable E3 ubiquitin-protein ligase MID2",NA,1,2651,2136,2651,NA,NA,1
"LOC111117800","LOC111117800","LOC111117800",NA,"protein_coding","Eastern oyster","NC_035789.1",6.761376,"uncharacterized LOC111117800",NA,1,10308,1122,10308,NA,NA,6
"LOC111131288","LOC111131288","LOC111131288",NA,"protein_coding","Eastern oyster","NC_035783.1",6.811459,"cell surface glycoprotein 1-like",NA,1,1561,942,1561,NA,NA,3
"LOC111131621","LOC111131621","LOC111131621",NA,"protein_coding","Eastern oyster","NC_035783.1",6.815468,"uncharacterized LOC111131621",NA,1,11213,1392,11213,NA,NA,3
"LOC111134304","LOC111134304","LOC111134304",NA,"protein_coding","Eastern oyster","NC_035784.1",6.86001,"CCR4-NOT transcription complex subunit 1-like- transcript variant X4",NA,5,27629,7306,27589,NA,NA,48
"LOC111128607","LOC111128607","LOC111128607",NA,"protein_coding","Eastern oyster","NC_035783.1",6.870787,"serine/Arginine-related protein 53-like- transcript variant X2",NA,4,9367,600,7653,NA,NA,6
"LOC111132954","LOC111132954","LOC111132954",NA,"protein_coding","Eastern oyster","NC_035784.1",6.930042,"uncharacterized LOC111132954",NA,1,5448,1068,5448,NA,NA,2
"LOC111114854","LOC111114854","LOC111114854",NA,"protein_coding","Eastern oyster","NC_035788.1",6.962209,"beta-1-3-galactosyltransferase 5-like- transcript variant X2",NA,3,8785,1080,7450,NA,NA,2
"LOC111134457","LOC111134457","LOC111134457",NA,"protein_coding","Eastern oyster","NC_035784.1",6.992902,"matrix metalloproteinase-2-like",NA,1,11547,1785,11547,NA,NA,9
"LOC111112605","LOC111112605","LOC111112605",NA,"protein_coding","Eastern oyster","NC_035788.1",7.019807,"talin-1-like- transcript variant X2",NA,26,79365,7678,73997,NA,NA,60
"LOC111110684","LOC111110684","LOC111110684",NA,"protein_coding","Eastern oyster","NC_035787.1",7.093785,"neurogenic locus notch homolog protein 1-like",NA,1,2910,531,2910,NA,NA,3
"LOC111125338","LOC111125338","LOC111125338",NA,"protein_coding","Eastern oyster","NC_035780.1",7.235566,"sodium- and chloride-dependent GABA transporter 2-like- transcript variant X10",NA,11,14617,1860,14615,NA,NA,15
