"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"LOC111135944","LOC111135944","LOC111135944",NA,"protein_coding","Eastern oyster","NC_035784.1",3.159348,"partitioning defective 6 homolog beta-like",NA,1,2473,486,2473,NA,NA,3
"LOC111121630","LOC111121630","LOC111121630",NA,"protein_coding","Eastern oyster","NC_035781.1",3.186711,"programmed cell death protein 6-like- transcript variant X1",NA,2,10338,870,10338,NA,NA,7
"LOC111119204","LOC111119204","LOC111119204",NA,"protein_coding","Eastern oyster","NC_035781.1",3.225621,"RNA pseudouridylate synthase domain-containing protein 1-like- transcript variant X2",NA,2,5501,726,5472,NA,NA,4
"LOC111134570","LOC111134570","LOC111134570",NA,"protein_coding","Eastern oyster","NC_035784.1",3.263346,"kelch-like protein 24- transcript variant X2",NA,2,9587,1887,7310,NA,NA,2
"LOC111131821","LOC111131821","LOC111131821",NA,"protein_coding","Eastern oyster","NC_035783.1",3.387095,"uncharacterized LOC111131821",NA,1,7573,1575,7573,NA,NA,2
"LOC111137602","LOC111137602","LOC111137602",NA,"protein_coding","Eastern oyster","NC_035784.1",3.426251,"uncharacterized LOC111137602- transcript variant X1",NA,5,20749,3229,19960,NA,NA,16
"LOC111132916","LOC111132916","LOC111132916",NA,"protein_coding","Eastern oyster","NC_035784.1",3.492048,"pleckstrin homology domain-containing family B member 2-like",NA,1,5402,483,5402,NA,NA,5
"LOC111123486","LOC111123486","LOC111123486",NA,"protein_coding","Eastern oyster","NC_035780.1",3.519458,"beta-1-3-galactosyltransferase 5-like- transcript variant X8",NA,10,3243,1042,2781,NA,NA,2
"LOC111132955","LOC111132955","LOC111132955",NA,"protein_coding","Eastern oyster","NC_035784.1",3.533644,NA,NA,1,20194,3936,20194,NA,NA,26
"LOC111116034","LOC111116034","LOC111116034",NA,"protein_coding","Eastern oyster","NC_035780.1",3.603654,"uncharacterized LOC111116034",NA,1,32150,1746,32150,NA,NA,15
"LOC111111995","LOC111111995","LOC111111995",NA,"protein_coding","Eastern oyster","NC_035780.1",3.637454,"microtubule-associated proteins 1A/1B light chain 3A-like- transcript variant X2",NA,3,5114,423,4963,NA,NA,4
"LOC111101827","LOC111101827","LOC111101827",NA,"protein_coding","Eastern oyster","NC_035780.1",3.685823,"neuronal acetylcholine receptor subunit alpha-10-like",NA,1,8310,1215,8310,NA,NA,4
"LOC111136392","LOC111136392","LOC111136392",NA,"protein_coding","Eastern oyster","NC_035784.1",3.819591,"snaclec GPIB-binding protein subunit beta-like",NA,1,6643,705,6643,NA,NA,4
"LOC111102529","LOC111102529","LOC111102529",NA,"protein_coding","Eastern oyster","NC_035786.1",3.848683,"glutamine synthetase-like",NA,1,4959,1185,4959,NA,NA,7
"LOC111103059","LOC111103059","LOC111103059",NA,"protein_coding","Eastern oyster","NC_035786.1",3.872255,"uncharacterized LOC111103059",NA,1,3791,1080,3791,NA,NA,4
"LOC111132406","LOC111132406","LOC111132406",NA,"protein_coding","Eastern oyster","NC_035784.1",3.891497,"N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase-like",NA,1,6239,903,6239,NA,NA,7
"LOC111131292","LOC111131292","LOC111131292",NA,"protein_coding","Eastern oyster","NC_035780.1",3.953804,"uncharacterized LOC111131292",NA,1,13086,1029,13086,NA,NA,11
"LOC111118655","LOC111118655","LOC111118655",NA,"protein_coding","Eastern oyster","NC_035781.1",4.36314,"uncharacterized LOC111118655",NA,1,11912,600,11912,NA,NA,5
"LOC111103657","LOC111103657","LOC111103657",NA,"protein_coding","Eastern oyster","NC_035786.1",4.878995,"uncharacterized LOC111103657",NA,1,7782,795,7782,NA,NA,10
"LOC111117426","LOC111117426","LOC111117426",NA,"protein_coding","Eastern oyster","NC_035789.1",5.068671,"kunitz-type serine protease inhibitor bitisilin-3-like",NA,1,3923,465,3923,NA,NA,4
"LOC111127546","LOC111127546","LOC111127546",NA,"protein_coding","Eastern oyster","NC_035782.1",5.092414,"uncharacterized LOC111127546",NA,1,2808,321,2808,NA,NA,4
"LOC111117191","LOC111117191","LOC111117191",NA,"protein_coding","Eastern oyster","NC_035789.1",5.171056,"WAP four-disulfide core domain protein 6B-like",NA,1,3561,465,3561,NA,NA,4
"LOC111129482","LOC111129482","LOC111129482",NA,"protein_coding","Eastern oyster","NC_035783.1",5.489691,"WD repeat-containing protein 26-like",NA,1,11640,1701,11640,NA,NA,14
"LOC111119678","LOC111119678","LOC111119678",NA,"protein_coding","Eastern oyster","NC_035781.1",5.557334,NA,NA,1,21397,4680,21397,NA,NA,30
"LOC111107525","LOC111107525","LOC111107525",NA,"protein_coding","Eastern oyster","NC_035787.1",5.592389,"small conductance calcium-activated potassium channel protein 2-like",NA,1,1248,1248,1248,NA,NA,1
"LOC111135958","LOC111135958","LOC111135958",NA,"protein_coding","Eastern oyster","NC_035784.1",5.671653,"uncharacterized LOC111135958- transcript variant X2",NA,2,4503,424,4330,NA,NA,6
"LOC111136637","LOC111136637","LOC111136637",NA,"protein_coding","Eastern oyster","NC_035784.1",5.732878,"uncharacterized LOC111136637",NA,1,1446,831,1446,NA,NA,5
"LOC111136640","LOC111136640","LOC111136640",NA,"protein_coding","Eastern oyster","NC_035784.1",5.73499,"uncharacterized LOC111136640",NA,1,9371,3441,9371,NA,NA,21
"LOC111128792","LOC111128792","LOC111128792",NA,"protein_coding","Eastern oyster","NC_035783.1",5.76356,"kelch-like protein 9",NA,1,10738,1080,10738,NA,NA,5
"LOC111130231","LOC111130231","LOC111130231",NA,"protein_coding","Eastern oyster","NC_035783.1",5.779807,"transcription initiation factor IIA subunit 1-like",NA,1,6862,900,6862,NA,NA,9
"LOC111130438","LOC111130438","LOC111130438",NA,"protein_coding","Eastern oyster","NC_035783.1",5.823315,"dynein light chain 1- axonemal-like",NA,1,2908,582,2908,NA,NA,9
"LOC111128912","LOC111128912","LOC111128912",NA,"protein_coding","Eastern oyster","NC_035783.1",5.971289,"uncharacterized LOC111128912",NA,1,5772,1347,5772,NA,NA,3
"LOC111131338","LOC111131338","LOC111131338",NA,"protein_coding","Eastern oyster","NC_035783.1",5.978301,"boophilin-H2-like",NA,1,1356,717,1356,NA,NA,3
"LOC111103830","LOC111103830","LOC111103830",NA,"protein_coding","Eastern oyster","NC_035786.1",6.014925,"C-type lectin domain family 10 member A-like- transcript variant X1",NA,2,17416,483,10510,NA,NA,5
"LOC111127416","LOC111127416","LOC111127416",NA,"protein_coding","Eastern oyster","NC_035780.1",6.105477,"myotubularin-related protein 9-like",NA,1,10485,1701,10485,NA,NA,15
"LOC111118292","LOC111118292","LOC111118292",NA,"protein_coding","Eastern oyster","NC_035781.1",6.525155,"uncharacterized LOC111118292- transcript variant X2",NA,2,4727,1562,4727,NA,NA,4
"LOC111118950","LOC111118950","LOC111118950",NA,"protein_coding","Eastern oyster","NC_035781.1",6.810007,"neuronal acetylcholine receptor subunit eat-2-like",NA,1,4421,1278,4421,NA,NA,3
"LOC111128607","LOC111128607","LOC111128607",NA,"protein_coding","Eastern oyster","NC_035783.1",6.870787,"serine/Arginine-related protein 53-like- transcript variant X2",NA,4,9367,600,7653,NA,NA,6
"LOC111137713","LOC111137713","LOC111137713",NA,"protein_coding","Eastern oyster","NC_035784.1",6.96393,"matrix metalloproteinase-14-like- transcript variant X2",NA,3,9381,1587,9380,NA,NA,12
"LOC111134457","LOC111134457","LOC111134457",NA,"protein_coding","Eastern oyster","NC_035784.1",6.992902,"matrix metalloproteinase-2-like",NA,1,11547,1785,11547,NA,NA,9
"LOC111110684","LOC111110684","LOC111110684",NA,"protein_coding","Eastern oyster","NC_035787.1",7.093785,"neurogenic locus notch homolog protein 1-like",NA,1,2910,531,2910,NA,NA,3
"LOC111120744","LOC111120744","LOC111120744",NA,"protein_coding","Eastern oyster","NC_035781.1",7.256888,"uncharacterized LOC111120744",NA,1,12536,4002,12536,NA,NA,15
"LOC111130840","LOC111130840","LOC111130840",NA,"protein_coding","Eastern oyster","NC_035780.1",7.262836,NA,NA,1,11635,1887,11635,NA,NA,15
"LOC111128784","LOC111128784","LOC111128784",NA,"protein_coding","Eastern oyster","NC_035780.1",7.349046,NA,NA,1,4920,984,4920,NA,NA,9
"LOC111119491","LOC111119491","LOC111119491",NA,"protein_coding","Eastern oyster","NC_035781.1",7.718775,"uncharacterized LOC111119491",NA,1,19679,2196,19679,NA,NA,18
"LOC111135872","LOC111135872","LOC111135872",NA,"protein_coding","Eastern oyster","NC_035784.1",7.783915,"lipoma-preferred partner homolog- transcript variant X2",NA,3,13761,1594,13687,NA,NA,11
"LOC111132034","LOC111132034","LOC111132034",NA,"protein_coding","Eastern oyster","NC_035784.1",7.867067,"uncharacterized LOC111132034",NA,1,11787,555,11787,NA,NA,5
"LOC111109321","LOC111109321","LOC111109321",NA,"protein_coding","Eastern oyster","NC_035780.1",7.970408,"uncharacterized LOC111109321- transcript variant X2",NA,2,4747,1248,4746,NA,NA,7
"LOC111128509","LOC111128509","LOC111128509",NA,"protein_coding","Eastern oyster","NC_035783.1",7.983518,NA,NA,1,31289,6054,31289,NA,NA,34
"LOC111134162","LOC111134162","LOC111134162",NA,"protein_coding","Eastern oyster","NC_035780.1",7.99366,"sulfate anion transporter 1-like",NA,1,3756,2487,3756,NA,NA,2
"LOC111122932","LOC111122932","LOC111122932",NA,"protein_coding","Eastern oyster","NC_035782.1",8.002096,"G-protein coupled receptor daf-38-like- transcript variant X2",NA,2,38952,1305,20335,NA,NA,2
"LOC111137407","LOC111137407","LOC111137407",NA,"protein_coding","Eastern oyster","NC_035780.1",8.052589,"mediator of RNA polymerase II transcription subunit 30-like- transcript variant X1",NA,2,3902,684,3164,NA,NA,6
"LOC111111357","LOC111111357","LOC111111357",NA,"protein_coding","Eastern oyster","NC_035780.1",8.080367,"protein FMC1 homolog",NA,1,1326,327,1326,NA,NA,3
"LOC111101857","LOC111101857","LOC111101857",NA,"protein_coding","Eastern oyster","NC_035780.1",8.082685,"GATA zinc finger domain-containing protein 1-like",NA,1,1967,876,1967,NA,NA,4
"LOC111126930","LOC111126930","LOC111126930",NA,"protein_coding","Eastern oyster","NC_035782.1",8.097567,"fibrinolytic enzyme- isozyme C-like",NA,1,6824,801,6824,NA,NA,7
"LOC111129259","LOC111129259","LOC111129259",NA,"protein_coding","Eastern oyster","NC_035780.1",8.116419,NA,NA,1,4578,984,4578,NA,NA,7
"LOC111137020","LOC111137020","LOC111137020",NA,"protein_coding","Eastern oyster","NC_035784.1",8.144993,"uncharacterized LOC111137020",NA,1,27208,3138,27208,NA,NA,18
"LOC111100957","LOC111100957","LOC111100957",NA,"protein_coding","Eastern oyster","NC_035780.1",8.189591,"cyclic AMP-dependent transcription factor ATF-7-like",NA,1,7115,1806,7115,NA,NA,10
"LOC111135055","LOC111135055","LOC111135055",NA,"protein_coding","Eastern oyster","NC_035784.1",8.231674,"collagen alpha-4(VI) chain-like- transcript variant X4",NA,5,27743,2482,20813,NA,NA,16
"LOC111136548","LOC111136548","LOC111136548",NA,"protein_coding","Eastern oyster","NC_035784.1",8.388887,"calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type-like- transcript variant X1",NA,12,28787,3016,28528,NA,NA,27
"LOC111127934","LOC111127934","LOC111127934",NA,"protein_coding","Eastern oyster","NC_035783.1",8.52267,"histone H3.3-like",NA,1,2698,468,2698,NA,NA,2
"LOC111138303","LOC111138303","LOC111138303",NA,"protein_coding","Eastern oyster","NC_035784.1",8.530381,NA,NA,1,17540,6042,17540,NA,NA,53
"LOC111129873","LOC111129873","LOC111129873",NA,"protein_coding","Eastern oyster","NC_035783.1",8.603502,NA,NA,1,29950,7086,29950,NA,NA,52
"LOC111131861","LOC111131861","LOC111131861",NA,"protein_coding","Eastern oyster","NC_035783.1",8.714748,"atypical kinase COQ8B- mitochondrial-like",NA,1,7214,1965,7214,NA,NA,14
"LOC111131406","LOC111131406","LOC111131406",NA,"protein_coding","Eastern oyster","NC_035783.1",8.725599,"RNA-binding protein Nova-1-like- transcript variant X1",NA,9,25643,1756,24697,NA,NA,6
"LOC111127859","LOC111127859","LOC111127859",NA,"protein_coding","Eastern oyster","NC_035783.1",8.777659,"glycine-rich RNA-binding protein blt801-like",NA,1,922,315,922,NA,NA,2
"LOC111130807","LOC111130807","LOC111130807",NA,"protein_coding","Eastern oyster","NC_035783.1",8.792914,"uncharacterized LOC111130807",NA,1,3483,1071,3483,NA,NA,3
"LOC111119934","LOC111119934","LOC111119934",NA,"protein_coding","Eastern oyster","NC_035781.1",8.873368,"uncharacterized LOC111119934",NA,1,1302,504,1302,NA,NA,4
"LOC111137108","LOC111137108","LOC111137108",NA,"protein_coding","Eastern oyster","NC_035784.1",8.948612,NA,NA,1,19775,3321,19775,NA,NA,12
"LOC111136107","LOC111136107","LOC111136107",NA,"protein_coding","Eastern oyster","NC_035784.1",9.027309,"uncharacterized LOC111136107- transcript variant X1",NA,3,2611,1517,2593,NA,NA,2
"LOC111137120","LOC111137120","LOC111137120",NA,"protein_coding","Eastern oyster","NC_035784.1",9.070275,NA,NA,1,10180,1827,10180,NA,NA,15
"LOC111137800","LOC111137800","LOC111137800",NA,"protein_coding","Eastern oyster","NC_035784.1",9.108226,"solute carrier family 15 member 4-like",NA,1,5729,1923,5729,NA,NA,8
"LOC111117016","LOC111117016","LOC111117016",NA,"protein_coding","Eastern oyster","NC_035789.1",9.137099,"eppin-like- transcript variant X4",NA,4,29900,640,16960,NA,NA,6
"LOC111122170","LOC111122170","LOC111122170",NA,"protein_coding","Eastern oyster","NC_035781.1",9.195261,"uncharacterized LOC111122170- transcript variant X1",NA,3,5955,1481,5955,NA,NA,7
"LOC111118611","LOC111118611","LOC111118611",NA,"protein_coding","Eastern oyster","NC_035781.1",9.208882,"cytochrome b-c1 complex subunit 6- mitochondrial-like",NA,1,4183,291,4183,NA,NA,4
"LOC111118696","LOC111118696","LOC111118696",NA,"protein_coding","Eastern oyster","NC_035781.1",9.333564,"tyramine beta-hydroxylase-like",NA,1,8664,1722,8664,NA,NA,9
"LOC111121659","LOC111121659","LOC111121659",NA,"protein_coding","Eastern oyster","NC_035781.1",9.346594,"conserved oligomeric Golgi complex subunit 3-like- transcript variant X1",NA,2,17205,2493,17205,NA,NA,22
"LOC111119799","LOC111119799","LOC111119799",NA,"protein_coding","Eastern oyster","NC_035781.1",9.365907,"zinc finger protein 91-like",NA,1,6872,3849,6872,NA,NA,6
"LOC111118051","LOC111118051","LOC111118051",NA,"protein_coding","Eastern oyster","NC_035780.1",9.429809,"G patch domain-containing protein 11-like",NA,1,1892,795,1892,NA,NA,1
"LOC111101521","LOC111101521","LOC111101521",NA,"protein_coding","Eastern oyster","NC_035780.1",9.444244,"acetylcholine receptor subunit beta-type unc-29-like",NA,1,4993,1581,4993,NA,NA,2
"LOC111134033","LOC111134033","LOC111134033",NA,"protein_coding","Eastern oyster","NC_035784.1",9.464642,"uncharacterized LOC111134033",NA,1,6191,903,6191,NA,NA,4
"LOC111100849","LOC111100849","LOC111100849",NA,"protein_coding","Eastern oyster","NC_035780.1",9.489348,"lysozyme 3",NA,1,4841,564,4841,NA,NA,5
"LOC111129939","LOC111129939","LOC111129939",NA,"protein_coding","Eastern oyster","NC_035783.1",9.513518,NA,NA,1,39747,3378,39747,NA,NA,23
"LOC111128136","LOC111128136","LOC111128136",NA,"protein_coding","Eastern oyster","NC_035783.1",9.707517,"aldose 1-epimerase-like- transcript variant X1",NA,3,6972,1194,4925,NA,NA,9
"LOC111101449","LOC111101449","LOC111101449",NA,"protein_coding","Eastern oyster","NC_035780.1",9.943497,"uncharacterized LOC111101449- transcript variant X2",NA,4,6099,1382,3524,NA,NA,4
"LOC111106907","LOC111106907","LOC111106907",NA,"protein_coding","Eastern oyster","NC_035787.1",10.010216,"potassium voltage-gated channel subfamily A member 1-like",NA,1,2653,1443,2653,NA,NA,1
"LOC111121894","LOC111121894","LOC111121894",NA,"protein_coding","Eastern oyster","NC_035781.1",10.06364,"putative defense protein Hdd11-like",NA,1,5280,807,5280,NA,NA,4
"LOC111100509","LOC111100509","LOC111100509",NA,"protein_coding","Eastern oyster","NC_035785.1",10.065645,"organic cation transporter protein-like",NA,1,11345,1656,11345,NA,NA,10
"LOC111120503","LOC111120503","LOC111120503",NA,"protein_coding","Eastern oyster","NC_035781.1",10.108568,"beta-1-3-galactosyltransferase 5-like",NA,1,4138,1236,4138,NA,NA,2
"LOC111129061","LOC111129061","LOC111129061",NA,"protein_coding","Eastern oyster","NC_035783.1",10.131402,"xanthine dehydrogenase/oxidase-like- transcript variant X1",NA,2,21228,3730,18714,NA,NA,32
"LOC111135631","LOC111135631","LOC111135631",NA,"protein_coding","Eastern oyster","NC_035784.1",10.158256,"uncharacterized LOC111135631- transcript variant X1",NA,2,5837,1131,5688,NA,NA,3
"LOC111125536","LOC111125536","LOC111125536",NA,"protein_coding","Eastern oyster","NC_035780.1",10.225937,"uncharacterized LOC111125536",NA,1,29072,3510,29072,NA,NA,12
"LOC111130838","LOC111130838","LOC111130838",NA,"protein_coding","Eastern oyster","NC_035783.1",10.263326,"equilibrative nucleoside transporter 1-like",NA,1,12630,1350,12630,NA,NA,15
"LOC111129900","LOC111129900","LOC111129900",NA,"protein_coding","Eastern oyster","NC_035783.1",10.279516,"basal body-orientation factor 1-like- transcript variant X3",NA,3,6491,1546,6489,NA,NA,11
"LOC111129823","LOC111129823","LOC111129823",NA,"protein_coding","Eastern oyster","NC_035783.1",10.307159,"nuclear receptor ROR-beta-like- transcript variant X4",NA,9,24652,2042,24567,NA,NA,11
"LOC111122680","LOC111122680","LOC111122680",NA,"protein_coding","Eastern oyster","NC_035780.1",10.467394,"nuclear transcription factor Y subunit A-1-like- transcript variant X1",NA,2,7837,1246,7837,NA,NA,7
"LOC111119882","LOC111119882","LOC111119882",NA,"protein_coding","Eastern oyster","NC_035781.1",10.481049,"protein atonal homolog 8-like",NA,1,2241,1005,2241,NA,NA,1
"LOC111118154","LOC111118154","LOC111118154",NA,"protein_coding","Eastern oyster","NC_035781.1",10.817411,"enkurin domain-containing protein 1-like- transcript variant X2",NA,2,4836,840,4788,NA,NA,7
"LOC111121361","LOC111121361","LOC111121361",NA,"protein_coding","Eastern oyster","NC_035781.1",10.858845,"U7 snRNA-associated Sm-like protein LSm11",NA,1,2469,1074,2469,NA,NA,4
"LOC111132900","LOC111132900","LOC111132900",NA,"protein_coding","Eastern oyster","NC_035784.1",10.863373,"phosphatidylinositol transfer protein alpha isoform-like- transcript variant X1",NA,2,13409,868,13409,NA,NA,10
"LOC111125244","LOC111125244","LOC111125244",NA,"protein_coding","Eastern oyster","NC_035782.1",10.878131,"uncharacterized LOC111125244",NA,1,7549,579,7549,NA,NA,2
"LOC111129300","LOC111129300","LOC111129300",NA,"protein_coding","Eastern oyster","NC_035783.1",10.913418,"5'-AMP-activated protein kinase subunit beta-1-like- transcript variant X2",NA,5,15984,805,15975,NA,NA,8
"LOC111119195","LOC111119195","LOC111119195",NA,"protein_coding","Eastern oyster","NC_035781.1",10.979122,"heterogeneous nuclear ribonucleoprotein D-like- transcript variant X2",NA,2,14161,1138,9526,NA,NA,11
"LOC111110187","LOC111110187","LOC111110187",NA,"protein_coding","Eastern oyster","NC_035787.1",11.395947,"sulfotransferase family cytosolic 1B member 1-like",NA,1,7497,885,7497,NA,NA,6
"LOC111122166","LOC111122166","LOC111122166",NA,"protein_coding","Eastern oyster","NC_035781.1",11.702439,"cysteine-rich and transmembrane domain-containing protein 1-like",NA,1,2281,273,2281,NA,NA,3
"LOC111135490","LOC111135490","LOC111135490",NA,"protein_coding","Eastern oyster","NC_035784.1",11.910171,"dCTP pyrophosphatase 1-like",NA,1,9062,414,9062,NA,NA,4
"LOC111123201","LOC111123201","LOC111123201",NA,"protein_coding","Eastern oyster","NC_035782.1",11.971948,"tryptophan 2-3-dioxygenase-like- transcript variant X1",NA,2,16081,1204,14450,NA,NA,14
"LOC111129890","LOC111129890","LOC111129890",NA,"protein_coding","Eastern oyster","NC_035783.1",12.025526,"serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform-like",NA,1,14415,1383,14415,NA,NA,12
"LOC111118445","LOC111118445","LOC111118445",NA,"protein_coding","Eastern oyster","NC_035781.1",12.069109,"orexin receptor type 2-like- transcript variant X2",NA,2,20486,1194,20077,NA,NA,6
"LOC111129888","LOC111129888","LOC111129888",NA,"protein_coding","Eastern oyster","NC_035783.1",12.073747,"endoplasmic reticulum lectin 1-like- transcript variant X1",NA,2,11125,1418,11125,NA,NA,14
"LOC111129883","LOC111129883","LOC111129883",NA,"protein_coding","Eastern oyster","NC_035783.1",12.131366,"GTP-binding protein 2-like",NA,1,10295,1806,10295,NA,NA,11
"LOC111137562","LOC111137562","LOC111137562",NA,"protein_coding","Eastern oyster","NC_035784.1",12.168578,"ATPase family AAA domain-containing protein 3-A-like",NA,1,11601,1815,11601,NA,NA,15
"LOC111137899","LOC111137899","LOC111137899",NA,"protein_coding","Eastern oyster","NC_035784.1",12.232201,"uncharacterized LOC111137899",NA,1,3913,444,3913,NA,NA,4
"LOC111127964","LOC111127964","LOC111127964",NA,"protein_coding","Eastern oyster","NC_035783.1",12.285513,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3-like",NA,1,6639,861,6639,NA,NA,5
